3.97877E+15,3.97877E+15
3.66192E+15,3.66121E+15
3.97077E+15,3.97006E+15
3.77283E+15,3.7726E+15
3.76349E+15,3.76336E+15
3.76313E+15,3.7631E+15
3.73142E+15,3.73141E+15
3.72727E+15,3.7269E+15
3.65103E+15,3.65102E+15
3.64717E+15,3.64643E+15
3.64302E+15,3.64247E+15
3.64043E+15,3.63774E+15
3.90668E+15,3.90066E+15
3.86731E+15,3.8673E+15
3.86588E+15,3.86588E+15
3.86539E+15,3.86538E+15
3.865E+15,3.86499E+15
3.86479E+15,3.8646E+15
3.86478E+15,3.86476E+15
3.86478E+15,3.86443E+15
3.8641E+15,3.85932E+15
3.86391E+15,3.86391E+15
3.73796E+15,3.73761E+15
3.73742E+15,3.73742E+15
3.73722E+15,3.73719E+15
3.73722E+15,3.73719E+15
3.73722E+15,3.73719E+15
3.83585E+15,3.83564E+15
3.65011E+15,3.65002E+15
4.02158E+15,4.02149E+15
4.01142E+15,4.01137E+15
4.00418E+15,4.00398E+15
3.99203E+15,3.99203E+15
3.99115E+15,3.99114E+15
3.98713E+15,3.98712E+15
3.98644E+15,3.98639E+15
3.98352E+15,3.98348E+15
3.98208E+15,3.98207E+15
3.97694E+15,3.97692E+15
3.97554E+15,3.97552E+15
3.97515E+15,3.97515E+15
3.96902E+15,3.96897E+15
3.95701E+15,3.95701E+15
3.95525E+15,3.95524E+15
3.86938E+15,3.86936E+15
3.86523E+15,3.86425E+15
3.85574E+15,3.85555E+15
3.85053E+15,3.85033E+15
3.8398E+15,3.8398E+15
3.83894E+15,3.83884E+15
3.83637E+15,3.83636E+15
3.83366E+15,3.83363E+15
3.82858E+15,3.79667E+15
3.82257E+15,3.81335E+15
3.81994E+15,3.81925E+15
3.81818E+15,3.81806E+15
3.80631E+15,3.8063E+15
3.79068E+15,3.79064E+15
3.79053E+15,3.78437E+15
3.79019E+15,3.79016E+15
3.78662E+15,3.78661E+15
3.7819E+15,3.78163E+15
3.78153E+15,3.78152E+15
3.7811E+15,3.7811E+15
3.77788E+15,3.77686E+15
3.76199E+15,3.75987E+15
3.75376E+15,3.75375E+15
3.73528E+15,3.73525E+15
3.72799E+15,3.72797E+15
3.72078E+15,3.71704E+15
3.69541E+15,3.69539E+15
3.69343E+15,3.69326E+15
3.69252E+15,3.69251E+15
3.69105E+15,3.691E+15
3.68E+15,3.67987E+15
3.67963E+15,3.67958E+15
3.67928E+15,3.67927E+15
3.67817E+15,3.67815E+15
3.67765E+15,3.67763E+15
3.67726E+15,3.67726E+15
3.67658E+15,3.67621E+15
3.67542E+15,3.67541E+15
4.03707E+15,4.03676E+15
4.03699E+15,4.036E+15
4.03639E+15,4.03605E+15
4.03584E+15,4.03493E+15
4.03584E+15,4.03493E+15
4.03583E+15,4.0353E+15
4.03583E+15,4.0353E+15
4.03583E+15,4.03492E+15
4.03583E+15,4.03492E+15
4.03471E+15,4.0346E+15
4.03396E+15,4.03383E+15
4.03396E+15,4.03383E+15
4.03278E+15,4.03274E+15
4.02839E+15,4.02839E+15
4.02825E+15,4.02822E+15
4.02786E+15,4.02745E+15
4.02589E+15,4.02589E+15
4.02549E+15,4.02292E+15
4.02275E+15,4.02264E+15
4.02227E+15,4.02227E+15
4.02007E+15,4.02006E+15
4.01734E+15,4.01733E+15
4.01015E+15,4.00992E+15
4.00013E+15,4.00012E+15
3.99727E+15,3.99724E+15
3.96375E+15,3.9637E+15
3.96196E+15,3.96159E+15
3.95545E+15,3.95515E+15
3.94938E+15,3.94933E+15
3.94938E+15,3.94934E+15
3.94906E+15,3.94904E+15
3.94897E+15,3.94854E+15
3.94781E+15,3.94772E+15
3.94762E+15,3.94752E+15
3.94564E+15,3.94564E+15
3.94522E+15,3.94508E+15
3.94472E+15,3.94472E+15
3.94317E+15,3.94316E+15
